Volatility 3 Framework 2.11.0

Offset	Name
0xe60de0575cd0	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\GraphiteDawnCache\data_0
0xe60de0575e60	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\GraphiteDawnCache\data_0
0xe60de0576180	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\GraphiteDawnCache\index
0xe60de0576310	\Program Files (x86)\Microsoft\EdgeWebView\Application\128.0.2739.79\Locales\en-GB.pak
0xe60de05764a0	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Local Storage\leveldb\000021.ldb
0xe60de0576630	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Local Storage\leveldb\000019.ldb
0xe60de05767c0	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\GrShaderCache\data_1
0xe60de0576950	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Local Storage\leveldb\LOCK
0xe60de0576ae0	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\GrShaderCache\data_2
0xe60de0576c70	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.ShellExperienceHost_10.0.22621.3810_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat
0xe60de0577120	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\shared_proto_db\metadata\000015.log
0xe60de05772b0	\Program Files (x86)\Microsoft\EdgeWebView\Application\128.0.2739.79\icudtl.dat
0xe60de0577440	\Program Files (x86)\Microsoft\EdgeWebView\Application\128.0.2739.79\msedge_200_percent.pak
0xe60de05775d0	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Extension State\LOG
0xe60de0577760	\Program Files (x86)\Microsoft\EdgeWebView\Application\128.0.2739.79\msedge_100_percent.pak
0xe60de05778f0	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\GrShaderCache\data_0
0xe60de0577a80	\Program Files (x86)\Microsoft\EdgeWebView\Application\128.0.2739.79\resources.pak
0xe60de0577c10	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\GrShaderCache\data_0
0xe60de0577da0	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\GrShaderCache\data_2
0xe60de05780c0	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Code Cache\js\ed8a222413335af4_0
0xe60de0578250	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Session Storage\000016.ldb
0xe60de05783e0	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Sync Data\LevelDB\LOG
0xe60de0578570	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\GraphiteDawnCache\data_2
0xe60de0578700	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Code Cache\js\f5e374da58f21ccf_0
0xe60de0578ed0	\LOCAL\mojo.5760.2528.6820142000300956099
0xe60de05791f0	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Web Data-journal
0xe60de0579380	\$Directory
0xe60de05796a0	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\GraphiteDawnCache\data_3
0xe60de0579830	\LOCAL\mojo.5760.2528.12811617306174195966
0xe60de05799c0	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\GraphiteDawnCache\data_1
0xe60de0579b50	\LOCAL\mojo.5760.2528.12811617306174195966
0xe60de0579ce0	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\GraphiteDawnCache\data_1
0xe60de057a320	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Last Version
0xe60de057a4b0	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Code Cache\js\index
0xe60de057a640	\$Directory
0xe60de057a7d0	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\GraphiteDawnCache\data_2
0xe60de057a960	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\GraphiteDawnCache\data_3
0xe60de057aaf0	\LOCAL\mojo.5760.2528.6820142000300956099
0xe60de057ac80	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\History-journal
0xe60de057ae10	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Visited Links
0xe60de057b130	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Secure Preferences
0xe60de057b2c0	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\IndexedDB\https_windows.msn.com_0.indexeddb.leveldb\000012.log
0xe60de057b450	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Sync Data\LevelDB\CURRENT
0xe60de057b5e0	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\shared_proto_db\CURRENT
0xe60de057b770	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\shared_proto_db\metadata\LOG
0xe60de057b900	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Code Cache\wasm\index-dir\the-real-index
0xe60de057ba90	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\SharedStorage
0xe60de057bc20	\$Directory
0xe60de057bdb0	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Speech Recognition\1.15.0.1\manifest.fingerprint
0xe60de057c580	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Sync Data\LevelDB\000005.ldb
0xe60de057c710	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\shared_proto_db\metadata\000015.log
0xe60de057cd50	\$Directory
0xe60de057cee0	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\shared_proto_db\metadata\000016.ldb
0xe60de057d520	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Code Cache\js\f2b9d6be0b51e15f_0
0xe60de057d840	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Code Cache\js\46576d03ed583387_0
0xe60de057d9d0	\$Directory
0xe60de057db60	\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\Windows.UI.QuickActions.dll
0xe60de057dcf0	\$Directory
0xe60de057de80	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.ShellExperienceHost_10.0.22621.3810_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat
0xe60de057e1a0	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Speech Recognition\1.15.0.1\manifest.json
0xe60de057e330	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.ShellExperienceHost_10.0.22621.3810_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat.LOG1
0xe60de057e4c0	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\shared_proto_db\metadata\MANIFEST-000013
0xe60de057e650	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\shared_proto_db\metadata\CURRENT
0xe60de057e7e0	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\shared_proto_db\000009.ldb
0xe60de057eb00	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Cache\Cache_Data\f_00000c
0xe60de057ec90	\$Directory
0xe60de057f140	\Windows\System32\QuickActionsDataModel.dll
0xe60de057f2d0	\Windows\Fonts\segoeuisl.ttf
0xe60de057f460	\Windows\Fonts\seguibli.ttf
0xe60de057faa0	\Program Files\WindowsApps\Microsoft.LanguageExperiencePacken-GB_22621.37.187.0_neutral__8wekyb3d8bbwe\Windows\System32\en-GB\ad4da44fc7d62b844ebb2961c8502eaf\uxtheme.dll.mui
0xe60de057fdc0	\Windows\ShellExperiences\NetworkUX.dll
0xe60de0580590	\Windows\Fonts\seguibl.ttf
0xe60de0580720	\Windows\Fonts\seguili.ttf
0xe60de05808b0	\Windows\Fonts\seguisb.ttf
0xe60de0580a40	\Windows\Fonts\seguisbi.ttf
0xe60de0580bd0	\Windows\Fonts\segoeuiz.ttf
0xe60de0580d60	\$Directory
0xe60de0581080	\Windows\System32\en-US\ole32.dll.mui
0xe60de05813a0	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.ShellExperienceHost_10.0.22621.3810_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat.LOG2
0xe60de0581530	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Site Characteristics Database\000005.ldb
0xe60de0581850	\Windows\System32\en-US\advapi32.dll.mui
0xe60de05821b0	\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_524.23700.10.0_x64__cw5n1h2txyewy\Dashboard\WebContent\wwwroot\app.html
0xe60de0582660	\Windows\Fonts\seguisli.ttf
0xe60de05827f0	\$Directory
0xe60de0843370	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Code Cache\js\bd0e2628a6e82629_0
0xe60de0843500	\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_524.23700.10.0_x64__cw5n1h2txyewy\Dashboard\WebContent\wwwroot\38.4b44f6582c0a490f48e8.js
0xe60de0843690	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Code Cache\js\bce13c0f5d0d2fd1_0
0xe60de0843820	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Code Cache\js\b69b51074ee10d53_0
0xe60de08439b0	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Code Cache\js\65d7099fb3c3d45c_0
0xe60de0843b40	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Code Cache\js\43fd385a577c871f_0
0xe60de0843cd0	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Code Cache\js\2b291bfe10c4cd08_0
0xe60de0843e60	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Code Cache\js\feea9fb41f7e141d_0
0xe60de0844180	\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_524.23700.10.0_x64__cw5n1h2txyewy\Dashboard\WebContent\wwwroot\49.4b44f6582c0a490f48e8.js
0xe60de0844310	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Code Cache\js\e984e0cf2b860a5a_0
0xe60de08444a0	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Code Cache\js\9a3764a61cedb357_0
0xe60de08447c0	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Code Cache\js\afdda4da39d5cc83_0
0xe60de0844950	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Code Cache\js\b333124f959281ff_0
0xe60de0844ae0	\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_524.23700.10.0_x64__cw5n1h2txyewy\Dashboard\WebContent\wwwroot\48.4b44f6582c0a490f48e8.js
0xe60de0844e00	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Code Cache\js\c6f8a96a36fb49b3_0
0xe60de08460c0	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Code Cache\js\d9e020206896a7f8_0
0xe60de0846250	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Code Cache\js\708c90158bd26c6c_0
0xe60de0846a20	\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_524.23700.10.0_x64__cw5n1h2txyewy\Dashboard\WebContent\wwwroot\40.4b44f6582c0a490f48e8.js
0xe60de0846bb0	\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_524.23700.10.0_x64__cw5n1h2txyewy\Dashboard\WebContent\wwwroot\36.4b44f6582c0a490f48e8.js
0xe60de0846ed0	\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_524.23700.10.0_x64__cw5n1h2txyewy\Dashboard\WebContent\wwwroot\35.4b44f6582c0a490f48e8.js
0xe60de08471f0	\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_524.23700.10.0_x64__cw5n1h2txyewy\Dashboard\WebContent\wwwroot\39.4b44f6582c0a490f48e8.js
0xe60de0847380	\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_524.23700.10.0_x64__cw5n1h2txyewy\Dashboard\WebContent\wwwroot\33.4b44f6582c0a490f48e8.js
0xe60de0847510	\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_524.23700.10.0_x64__cw5n1h2txyewy\Dashboard\WebContent\wwwroot\26.4b44f6582c0a490f48e8.js
0xe60de08476a0	\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_524.23700.10.0_x64__cw5n1h2txyewy\Dashboard\WebContent\wwwroot\27.4b44f6582c0a490f48e8.js
0xe60de0847830	\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_524.23700.10.0_x64__cw5n1h2txyewy\Dashboard\WebContent\wwwroot\41.4b44f6582c0a490f48e8.js
0xe60de0848190	\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_524.23700.10.0_x64__cw5n1h2txyewy\Dashboard\WebContent\wwwroot\44.4b44f6582c0a490f48e8.js
0xe60de0848320	\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_524.23700.10.0_x64__cw5n1h2txyewy\Dashboard\WebContent\wwwroot\23.4b44f6582c0a490f48e8.js
0xe60de08484b0	\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_524.23700.10.0_x64__cw5n1h2txyewy\Dashboard\WebContent\wwwroot\31.4b44f6582c0a490f48e8.js
0xe60de0848640	\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_524.23700.10.0_x64__cw5n1h2txyewy\Dashboard\WebContent\wwwroot\45.4b44f6582c0a490f48e8.js
0xe60de08487d0	\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_524.23700.10.0_x64__cw5n1h2txyewy\Dashboard\WebContent\wwwroot\19.4b44f6582c0a490f48e8.js
0xe60de0848e10	\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_524.23700.10.0_x64__cw5n1h2txyewy\Dashboard\WebContent\wwwroot\16.4b44f6582c0a490f48e8.js
0xe60de0849450	\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_524.23700.10.0_x64__cw5n1h2txyewy\Dashboard\WebContent\wwwroot\30.4b44f6582c0a490f48e8.js
0xe60de0849770	\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_524.23700.10.0_x64__cw5n1h2txyewy\Dashboard\WebContent\wwwroot\15.4b44f6582c0a490f48e8.js
0xe60de0849900	\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_524.23700.10.0_x64__cw5n1h2txyewy\Dashboard\WebContent\wwwroot\21.4b44f6582c0a490f48e8.js
0xe60de084a3f0	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Code Cache\js\c4fc6ec453962aed_0
0xe60de084a580	\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_524.23700.10.0_x64__cw5n1h2txyewy\Dashboard\WebContent\wwwroot\46.4b44f6582c0a490f48e8.js
0xe60de084a710	\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_524.23700.10.0_x64__cw5n1h2txyewy\Dashboard\WebContent\wwwroot\24.4b44f6582c0a490f48e8.js
0xe60de084aa30	\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_524.23700.10.0_x64__cw5n1h2txyewy\Dashboard\WebContent\wwwroot\resources.json
0xe60de084abc0	\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_524.23700.10.0_x64__cw5n1h2txyewy\Dashboard\WebContent\wwwroot\28.4b44f6582c0a490f48e8.js
0xe60de084b520	\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_524.23700.10.0_x64__cw5n1h2txyewy\Dashboard\WebContent\wwwroot\17.4b44f6582c0a490f48e8.js
0xe60de084b9d0	\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_524.23700.10.0_x64__cw5n1h2txyewy\Dashboard\WebContent\wwwroot\42.4b44f6582c0a490f48e8.js
0xe60de084c1a0	\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_524.23700.10.0_x64__cw5n1h2txyewy\Dashboard\WebContent\wwwroot\37.4b44f6582c0a490f48e8.js
0xe60de084c330	\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_524.23700.10.0_x64__cw5n1h2txyewy\Dashboard\WebContent\wwwroot\20.4b44f6582c0a490f48e8.js
0xe60de084c650	\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_524.23700.10.0_x64__cw5n1h2txyewy\Dashboard\WebContent\wwwroot\18.4b44f6582c0a490f48e8.js
0xe60de084d140	\$Directory
0xe60de084d2d0	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\IndexedDB\https_windows.msn.com_0.indexeddb.leveldb\000012.log
0xe60de084d460	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\IndexedDB\https_windows.msn.com_0.indexeddb.leveldb\000008.ldb
0xe60de084ddc0	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Code Cache\js\6241252be4616e63_0
0xe60de084e270	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\IndexedDB\https_windows.msn.com_0.indexeddb.leveldb\LOG
0xe60de084e400	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Code Cache\js\5fd3b4b02c32201b_0
0xe60de084e590	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Code Cache\js\d3f46f3ef88143cb_0
0xe60de084ea40	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Code Cache\js\c59b18f68d6a3a8b_0
0xe60de084f530	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\IndexedDB\https_windows.msn.com_0.indexeddb.leveldb\000008.ldb
0xe60de08501b0	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\IndexedDB\https_windows.msn.com_0.indexeddb.leveldb\000005.ldb
0xe60de0851150	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Code Cache\js\9e473204b250e1b2_0
0xe60de0851600	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Code Cache\js\2d2f024de8299052_0
0xe60de0851790	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Code Cache\js\0a52d96f86ea4c8a_0
0xe60de0851920	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Code Cache\js\53bffb08907f7106_0
0xe60de0851ab0	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Code Cache\js\9263e33c4667b024_0
0xe60de0851c40	\Program Files (x86)\Microsoft\EdgeWebView\Application\128.0.2739.79
0xe60de0851dd0	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Code Cache\js\49b9f57a6cf9c031_0
0xe60de08520f0	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\IndexedDB\https_windows.msn.com_0.indexeddb.leveldb\000011.ldb
0xe60de0852280	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Code Cache\js\2efe49112892c8c5_0
0xe60de0852410	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Code Cache\js\defc75bfcafd9b17_0
0xe60de08525a0	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Code Cache\js\e092fafa8f3f61f3_0
0xe60de0852730	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Code Cache\js\069f0061e1a8663d_0
0xe60de08528c0	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Code Cache\js\5ee3755ca81144d8_0
0xe60de0852a50	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Code Cache\js\fa0e9b557abb70a1_0
0xe60de0852be0	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Code Cache\js\bb57e23000c21fed_0
0xe60de0853090	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Code Cache\js\dbc0d12a5dedd885_0
0xe60de0853220	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Code Cache\js\d9f4ac5664dd574a_0
0xe60de08533b0	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Code Cache\js\fa7c0d4c91db8b16_0
0xe60de0853540	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Code Cache\js\0d3b49de6c01133f_0
0xe60de08536d0	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Code Cache\js\78c9323da34c3e06_0
0xe60de0853860	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Code Cache\js\c8a8c88ec855eef2_0
0xe60de08539f0	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Code Cache\js\c23aef98e92885c2_0
0xe60de0853b80	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Code Cache\js\b0eb810ad3deb1da_0
0xe60de0853d10	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Code Cache\js\457ee09603fb9d6b_0
0xe60de0853ea0	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Code Cache\js\bf96ce2ff0876b6b_0
